Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,official_video,EnergyLiveness,,,,,,,,,, 
album,0.583,0.695,-5.336,0.0423,0.0141,0,0.0527,0.224,104.879,true,13.1878557874763,,,,,,,,,,
single,0.8,0.837,-2.807,0.0491,0.00406,0.00313,0.0904,0.702,100.015,true,9.25884955752212,,,,,,,,,,
album,0.694,0.758,-2.986,0.218,0.278,0.00000134,0.102,0.371,192.091,true,7.43137254901961,,,,,,,,,,
album,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,false,1.43185840707965,,,,,,,,,,
single,0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,true,14.0175438596491,,,,,,,,,,
single,0.407,0.725,-5.346,0.188,0.0141,0.00000246,0.306,0.247,196.093,true,2.36928104575163,,,,,,,,,,
single,0.72,0.978,-4.495,0.0595,0.00147,0.819,0.0283,0.196,127.984,true,34.5583038869258,,,,,,,,,,
single,0.503,0.783,-4.761,0.0385,0.0221,0.00223,0.14,0.213,125.122,true,5.59285714285714,,,,,,,,,,
album,0.817,0.816,-5.402,0.269,0.00263,0,0.159,0.508,181.982,true,5.13207547169811,,,,,,,,,,
album,0.682,0.559,-5.545,0.127,0.174,0,0.344,0.137,202.015,true,1.625,,,,,,,,,,
album,0.907,0.633,-5.145,0.184,0.0876,0.0000026,0.106,0.395,145.914,true,5.97169811320755,,,,,,,,,,
album,0.926,0.666,-5.314,0.244,0.0611,0,0.123,0.168,127.079,false,5.41463414634146,,,,,,,,,,
album,0.904,0.518,-5.32,0.183,0.0305,0,0.325,0.188,137.996,true,1.59384615384615,,,,,,,,,,
album,0.936,0.585,-6.914,0.125,0.0142,0,0.132,0.242,124.991,true,4.43181818181818,,,,,,,,,,
album,0.89,0.633,-5.475,0.168,0.0232,0.000343,0.0993,0.425,139.948,true,6.37462235649547,,,,,,,,,,
album,0.736,0.795,-3.299,0.0545,0.498,0.00000121,0.254,0.511,104.066,true,3.12992125984252,,,,,,,,,,
album,0.92,0.675,-5.661,0.263,0.307,0,0.104,0.749,141.967,false,6.49038461538462,,,,,,,,,,
album,0.793,0.344,-9.757,0.357,0.112,0.00000168,0.15,0.45,166.105,false,2.29333333333333,,,,,,,,,,
album,0.585,0.55,-7.342,0.0255,0.408,0.0000397,0.115,0.839,78.176,true,4.78260869565217,,,,,,,,,,
album,0.536,0.574,-6.705,0.0254,0.75,0.00277,0.105,0.877,87.194,true,5.46666666666667,,,,,,,,,,
album,0.539,0.16,-13.285,0.0329,0.881,0.000268,0.105,0.322,81.446,true,1.52380952380952,,,,,,,,,,
album,0.447,0.341,-9.769,0.0457,0.806,0.00000205,0.686,0.371,138.969,true,0.497084548104956,,,,,,,,,,
single,0.566,0.325,-8.819,0.0439,0.732,0,0.317,0.511,78.822,true,1.02523659305994,,,,,,,,,,
album,0.696,0.583,-6.384,0.0307,0.629,0,0.123,0.543,79.057,true,4.73983739837398,,,,,,,,,,
single,0.488,0.284,-11.039,0.0551,0.735,0,0.319,0.398,149.952,true,0.890282131661442,,,,,,,,,,
album,0.607,0.739,-5.503,0.0274,0.114,0.000234,0.192,0.875,84.467,true,3.84895833333333,,,,,,,,,,
album,0.374,0.585,-9.436,0.054,0.748,0,0.821,0.654,176.859,true,0.712545676004872,,,,,,,,,,
album,0.333,0.457,-7.295,0.0307,0.241,0.0399,0.16,0.279,172.143,true,2.85625,,,,,,,,,,
single,0.595,0.784,-4.878,0.102,0.216,0,0.0608,0.479,124.111,true,12.8947368421053,,,,,,,,,,
album,0.529,0.614,-5.032,0.0479,0.215,0,0.277,0.141,92.972,true,2.21660649819495,,,,,,,,,,
album,0.566,0.855,-4.016,0.211,0.0372,0.000157,0.181,0.517,172.966,true,4.72375690607735,,,,,,,,,,
album,0.773,0.747,-4.061,0.0885,0.0242,0.00000899,0.109,0.801,126.014,true,6.85321100917431,,,,,,,,,,
album,0.776,0.875,-5.535,0.0575,0.0343,0,0.314,0.849,111.988,true,2.78662420382166,,,,,,,,,,
album,0.437,0.351,-6.823,0.0313,0.566,0,0.0888,0.383,68.659,false,3.9527027027027,,,,,,,,,,
album,0.638,0.878,-3.639,0.0484,0.0151,0.000223,0.308,0.481,103.948,true,2.85064935064935,,,,,,,,,,
album,0.783,0.63,-4.985,0.044,0.211,0,0.3,0.822,106.053,true,2.1,,,,,,,,,,
album,0.448,0.824,-4.249,0.057,0.0739,0,0.113,0.419,119.965,true,7.29203539823009,,,,,,,,,,
album,0.754,0.854,-3.449,0.0608,0.177,0,0.0808,0.8,75.002,true,10.5693069306931,,,,,,,,,,
single,0.651,0.947,-3.669,0.0539,0.305,0,0.92,0.722,158.046,false,1.02934782608696,,,,,,,,,,
single,0.629,0.864,-4.179,0.059,0.105,0,0.431,0.678,153.937,false,2.0046403712297,,,,,,,,,,
album,0.627,0.949,-4.16,0.0531,0.0568,0,0.645,0.682,146.079,false,1.47131782945736,,,,,,,,,,
album,0.687,0.786,-5.527,0.0444,0.361,0,0.892,0.483,115.959,false,0.881165919282511,,,,,,,,,,
album,0.606,0.908,-6.201,0.0565,0.556,0,0.19,0.798,171.966,false,4.77894736842105,,,,,,,,,,
album,0.627,0.532,-6.668,0.0413,0.723,0,0.934,0.433,144.808,false,0.569593147751606,,,,,,,,,,
album,0.524,0.843,-3.456,0.0309,0.309,0,0.681,0.47,103.107,false,1.23788546255507,,,,,,,,,,
single,0.744,0.948,-3.876,0.0686,0.151,0,0.426,0.941,156.054,false,2.22535211267606,,,,,,,,,,
single,0.679,0.767,-5.058,0.133,0.69,0,0.805,0.603,112.901,false,0.952795031055901,,,,,,,,,,
single,0.676,0.929,-4.684,0.0566,0.359,0,0.958,0.673,146.079,false,0.96972860125261,,,,,,,,,,
single,0.625,0.34,-10.754,0.0371,0.655,0.00000128,0.137,0.396,139.982,false,2.48175182481752,,,,,,,,,,
single,0.602,0.388,-12.098,0.0536,0.334,0.000037,0.126,0.3,140.006,true,3.07936507936508,,,,,,,,,,
single,0.567,0.369,-9.413,0.0453,0.377,0,0.0939,0.179,113.341,true,3.9297124600639,,,,,,,,,,
single,0.563,0.432,-7.862,0.0278,0.818,0.00000761,0.119,0.348,76.499,true,3.63025210084034,,,,,,,,,,
single,0.72,0.692,-6.354,0.0894,0.291,0,0.177,0.52,110.011,true,3.90960451977401,,,,,,,,,,
album,0.261,0.603,-6.733,0.0367,0.558,0,0.184,0.207,158.125,true,3.27717391304348,,,,,,,,,,
single,0.575,0.577,-6.674,0.0432,0.451,0.00000398,0.264,0.157,90.012,false,2.18560606060606,,,,,,,,,,
single,0.556,0.521,-10.811,0.0321,0.632,0.000582,0.102,0.355,127.956,true,5.1078431372549,,,,,,,,,,
single,0.392,0.574,-5.744,0.0336,0.627,0,0.532,0.446,65.528,true,1.07894736842105,,,,,,,,,,
compilation,0.724,0.596,-6.58,0.0289,0.651,0,0.0692,0.605,108.011,true,8.61271676300578,,,,,,,,,,
album,0.559,0.871,-5.338,0.0397,0.00000753,0.00545,0.096,0.572,104.97,false,9.07291666666667,,,,,,,,,,
album,0.67,0.905,-6.855,0.129,0.669,0.000227,0.349,0.563,104.965,false,2.59312320916906,,,,,,,,,,
album,0.625,0.659,-5.669,0.0337,0.12,0,0.17,0.594,113.551,false,3.87647058823529,,,,,,,,,,
album,0.605,0.942,-4.549,0.0655,0.016,0,0.137,0.8,106.562,true,6.87591240875912,,,,,,,,,,
album,0.727,0.919,-4.562,0.0285,0.165,0.0111,0.306,0.92,115.816,false,3.00326797385621,,,,,,,,,,
album,0.673,0.886,-4.347,0.0282,0.302,0.348,0.0792,0.679,140.586,false,11.1868686868687,,,,,,,,,,
album,0.501,0.547,-7.961,0.0243,0.225,0.912,0.288,0.225,87.692,false,1.89930555555556,,,,,,,,,,
album,0.643,0.891,-4.404,0.0322,0.642,0.085,0.119,0.886,95.813,false,7.48739495798319,,,,,,,,,,
album,0.58,0.69,-9.52,0.0267,0.568,0.0221,0.226,0.922,89.981,false,3.05309734513274,,,,,,,,,,
album,0.678,0.64,-7.486,0.0268,0.283,0.00067,0.682,0.701,90.058,false,0.93841642228739,,,,,,,,,,
album,0.787,0.677,-2.825,0.228,0.199,0.000316,0.0584,0.966,179.951,false,11.5924657534247,,,,,,,,,,
album,0.746,0.7,-4.669,0.341,0.136,0.000159,0.11,0.619,176.044,true,6.36363636363636,,,,,,,,,,
single,0.846,0.659,-5.277,0.259,0.643,0,0.119,0.497,94.195,true,5.53781512605042,,,,,,,,,,
single,0.819,0.596,-7.009,0.318,0.225,0.00000119,0.138,0.622,165.951,true,4.31884057971015,,,,,,,,,,
single,0.925,0.9,-4.361,0.143,0.355,0.00608,0.124,0.804,120.031,true,7.25806451612903,,,,,,,,,,
single,0.918,0.602,-3.986,0.115,0.401,0.00000728,0.0805,0.158,96.518,true,7.47826086956522,,,,,,,,,,
single,0.894,0.796,-3.119,0.0807,0.156,0.000106,0.118,0.408,99.993,true,6.74576271186441,,,,,,,,,,
album,0.64,0.529,-6.785,0.0893,0.372,0,0.0782,0.177,128.101,false,6.76470588235294,,,,,,,,,,
single,0.759,0.717,-5.014,0.115,0.0672,0.000455,0.131,0.195,99.946,true,5.47328244274809,,,,,,,,,,
single,0.73,0.648,-6.405,0.378,0.383,0.000112,0.103,0.675,187.991,false,6.29126213592233,,,,,,,,,,
album,0.825,0.649,-4.297,0.169,0.117,0,0.232,0.143,127.978,true,2.79741379310345,,,,,,,,,,
album,0.899,0.582,-7.275,0.264,0.0395,0,0.1,0.505,149.973,false,5.82,,,,,,,,,,
single,0.859,0.548,-6.59,0.197,0.041,0,0.204,0.112,127.958,true,2.68627450980392,,,,,,,,,,
album,0.921,0.607,-7.397,0.209,0.525,0.00000112,0.123,0.753,140.071,true,4.9349593495935,,,,,,,,,,
album,0.854,0.611,-6.824,0.228,0.2,0,0.19,0.728,129.003,false,3.21578947368421,,,,,,,,,,
album,0.876,0.551,-6.872,0.0992,0.233,0,0.185,0.685,134.946,false,2.97837837837838,,,,,,,,,,
album,0.854,0.708,-5.805,0.244,0.175,0,0.241,0.172,118.032,true,2.93775933609959,,,,,,,,,,
album,0.832,0.574,-7.232,0.341,0.0741,0,0.109,0.464,152.919,false,5.26605504587156,,,,,,,,,,
album,0.545,0.68,-5.112,0.293,0.127,0.00000609,0.327,0.422,101.04,false,2.07951070336391,,,,,,,,,,
album,0.729,0.482,-8.152,0.0806,0.00154,0.00000323,0.161,0.292,150.004,true,2.99378881987578,,,,,,,,,,
single,0.578,0.537,-8.676,0.0832,0.162,0,0.076,0.25,83.909,true,7.06578947368421,,,,,,,,,,
single,0.559,0.559,-6.425,0.0358,0.0145,0,0.138,0.338,72.498,true,4.05072463768116,,,,,,,,,,
album,0.548,0.735,-7.572,0.236,0.173,0,0.195,0.498,101.252,true,3.76923076923077,,,,,,,,,,
single,0.691,0.695,-5.6,0.0367,0.0592,0,0.0647,0.514,106.064,true,10.741885625966,,,,,,,,,,
album,0.628,0.737,-4.437,0.041,0.0625,0,0.0777,0.592,91.507,true,9.48519948519948,,,,,,,,,,
single,0.768,0.896,-3.501,0.0969,0.0152,0,0.0412,0.829,109.959,true,21.747572815534,,,,,,,,,,
single,0.611,0.644,-7.607,0.0553,0.124,0,0.124,0.13,105.969,true,5.19354838709677,,,,,,,,,,
album,0.736,0.756,-7.099,0.047,0.00632,0.00577,0.106,0.712,117.016,true,7.13207547169811,,,,,,,,,,
album,0.701,0.458,-7.749,0.0836,0.00407,0.000151,0.045,0.482,102.967,true,10.1777777777778,,,,,,,,,,
single,0.581,0.674,-7.09,0.033,0.00187,0.00000301,0.128,0.488,143.005,true,5.265625,,,,,,,,,,
album,0.643,0.436,-11.322,0.0357,0.702,0.0889,0.115,0.755,71.969,true,3.79130434782609,,,,,,,,,,
album,0.534,0.462,-9.383,0.0326,0.573,0.00000559,0.0974,0.519,88.046,true,4.74332648870637,,,,,,,,,,
album,0.464,0.344,-8.302,0.033,0.778,0.00000123,0.132,0.751,177.713,true,2.60606060606061,,,,,,,,,,
album,0.485,0.133,-10.7,0.058,0.91,0,0.106,0.366,100.593,true,1.25471698113208,,,,,,,,,,
album,0.576,0.289,-9.389,0.0261,0.838,0.0000863,0.085,0.485,96.103,true,3.4,,,,,,,,,,
album,0.619,0.494,-9.626,0.0351,0.841,0.000039,0.126,0.478,91.984,true,3.92063492063492,,,,,,,,,,
album,0.303,0.3,-10.157,0.0304,0.843,0.000296,0.0967,0.336,77.875,true,3.1023784901758,,,,,,,,,,
single,0.699,0.486,-6.869,0.0369,0.78,0.0000212,0.105,0.673,96.062,true,4.62857142857143,,,,,,,,,,
compilation,0.707,0.475,-8.259,0.0454,0.618,0.0003,0.137,0.764,85.993,false,3.46715328467153,,,,,,,,,,
album,0.598,0.45,-8.257,0.0298,0.694,0.000336,0.0985,0.346,114.993,true,4.56852791878173,,,,,,,,,,
album,0.68,0.696,-6.977,0.051,0.116,0,0.607,0.684,115.962,true,1.14662273476112,,,,,,,,,,
album,0.74,0.517,-6.233,0.0506,0.0183,0,0.0558,0.698,139.917,true,9.26523297491039,,,,,,,,,,
single,0.544,0.652,-6.938,0.0527,0.346,0.00000171,0.114,0.519,145.039,true,5.71929824561404,,,,,,,,,,
album,0.454,0.66,-4.357,0.168,0.0364,0,0.181,0.568,184.353,true,3.64640883977901,,,,,,,,,,
single,0.423,0.721,-8.07,0.165,0.00792,0,0.38,0.382,161.926,false,1.89736842105263,,,,,,,,,,
album,0.67,0.643,-4.553,0.0465,0.118,0,0.192,0.703,123.979,true,3.34895833333333,,,,,,,,,,
album,0.701,0.547,-8.238,0.0483,0.00843,0,0.0987,0.4,140.015,true,5.54204660587639,,,,,,,,,,
album,0.665,0.686,-7.049,0.104,0.247,0,0.062,0.927,73.987,false,11.0645161290323,,,,,,,,,,
album,0.491,0.48,-3.568,0.0287,0.0866,0.000032,0.382,0.552,92.919,true,1.2565445026178,,,,,,,,,,
album,0.626,0.639,-5.62,0.085,0.0465,0,0.161,0.638,144.009,true,3.96894409937888,,,,,,,,,,
single,0.687,0.792,-2.749,0.0452,0.191,0,0.167,0.671,100.015,true,4.74251497005988,,,,,,,,,,
album,0.679,0.715,-6.383,0.0407,0.0755,0,0.271,0.571,127.435,true,2.63837638376384,,,,,,,,,,
album,0.73,0.758,-4.888,0.0653,0.147,0,0.311,0.877,120.041,true,2.43729903536978,,,,,,,,,,
single,0.621,0.885,-4.593,0.0415,0.265,0,0.0719,0.411,117.021,true,12.3087621696801,,,,,,,,,,
album,0.67,0.829,-7.2,0.0427,0.0192,0.000225,0.089,0.349,125.01,true,9.31460674157303,,,,,,,,,,
album,0.555,0.923,-4.748,0.161,0.197,0,0.0778,0.363,118.007,true,11.8637532133676,,,,,,,,,,
album,0.422,0.321,-8.952,0.0294,0.76,0.00000233,0.429,0.28,78.533,true,0.748251748251748,,,,,,,,,,
album,0.614,0.807,-3.405,0.0529,0.13,0,0.255,0.427,99.989,true,3.16470588235294,,,,,,,,,,
album,0.583,0.778,-6.578,0.0459,0.0712,0.00000123,0.0753,0.673,134.945,false,10.332005312085,,,,,,,,,,
album,0.587,0.918,-4.878,0.0581,0.0636,0,0.267,0.629,134.055,true,3.43820224719101,,,,,,,,,,
album,0.658,0.453,-7.378,0.39,0.131,0.0002,0.0848,0.358,126.043,true,5.34198113207547,,,,,,,,,,
album,0.823,0.723,-4.778,0.229,0.311,0.00315,0.0998,0.505,83.97,true,7.24448897795591,,,,,,,,,,
single,0.864,0.497,-8.886,0.18,0.0736,0.00308,0.108,0.133,97.93,true,4.60185185185185,,,,,,,,,,
album,0.83,0.699,-5.85,0.0378,0.171,0.0000226,0.169,0.771,130.018,true,4.13609467455621,,,,,,,,,,
album,0.705,0.757,-5.608,0.0656,0.195,0.000228,0.0524,0.737,104.973,true,14.4465648854962,,,,,,,,,,
album,0.804,0.868,-4.069,0.143,0.048,0,0.149,0.562,108.03,true,5.8255033557047,,,,,,,,,,
album,0.761,0.296,-10.22,0.0484,0.551,0.000492,0.134,0.579,127.938,true,2.2089552238806,,,,,,,,,,
album,0.557,0.687,-4.721,0.0814,0.551,0.0000528,0.0975,0.638,105.508,true,7.04615384615385,,,,,,,,,,
album,0.913,0.369,-5.299,0.12,0.476,0.00609,0.309,0.436,135.019,true,1.19417475728155,,,,,,,,,,
album,0.792,0.418,-8.484,0.176,0.0406,0.00000507,0.245,0.371,154.997,true,1.70612244897959,,,,,,,,,,
album,0.715,0.605,-5.128,0.0428,0.239,0.0000141,0.189,0.454,122.956,true,3.2010582010582,,,,,,,,,,
album,0.717,0.73,-4.729,0.0568,0.383,0,0.398,0.792,102.002,true,1.83417085427136,,,,,,,,,,
album,0.799,0.586,-6.735,0.0377,0.162,0.00000203,0.193,0.549,120.97,true,3.03626943005181,,,,,,,,,,
album,0.758,0.683,-5.465,0.0399,0.153,0.00000154,0.242,0.663,119.001,true,2.82231404958678,,,,,,,,,,
single,0.779,0.705,-3.895,0.0344,0.369,0.00000791,0.124,0.946,101.022,true,5.68548387096774,,,,,,,,,,
album,0.74,0.622,-4.608,0.0446,0.0357,0.0000485,0.356,0.556,104.966,true,1.74719101123596,,,,,,,,,,
album,0.693,0.624,-7.482,0.0448,0.299,0.00000764,0.0955,0.369,105.002,true,6.53403141361257,,,,,,,,,,
single,0.679,0.764,-5.301,0.0391,0.031,0.00000905,0.0951,0.471,124.977,true,8.03364879074658,,,,,,,,,,
single,0.81,0.571,-7.189,0.085,0.0624,0.00000163,0.094,0.771,125.994,true,6.07446808510638,,,,,,,,,,
single,0.687,0.719,-6.167,0.212,0.684,0.0000667,0.125,0.186,139.963,true,5.752,,,,,,,,,,
single,0.699,0.58,-6.753,0.527,0.283,0,0.0926,0.706,83.759,true,6.26349892008639,,,,,,,,,,
album,0.797,0.53,-6.595,0.306,0.278,0,0.145,0.637,85.99,true,3.6551724137931,,,,,,,,,,
album,0.537,0.595,-9.503,0.109,0.112,0,0.113,0.115,104.029,false,5.26548672566372,,,,,,,,,,
album,0.864,0.59,-8.768,0.499,0.0196,0,0.093,0.579,161.989,true,6.34408602150538,,,,,,,,,,
single,0.813,0.884,-4.817,0.119,0.128,0.0000234,0.122,0.646,126.892,true,7.24590163934426,,,,,,,,,,
single,0.813,0.875,-3.768,0.188,0.29,0,0.0292,0.74,90.049,true,29.9657534246575,,,,,,,,,,
album,0.687,0.697,-7.518,0.282,0.0216,0,0.312,0.859,168.06,false,2.23397435897436,,,,,,,,,,
single,0.618,0.601,-5.922,0.201,0.424,0,0.105,0.531,82.588,true,5.72380952380952,,,,,,,,,,
album,0.789,0.719,-6.099,0.373,0.463,0,0.308,0.663,81.003,true,2.33441558441558,,,,,,,,,,
album,0.948,0.464,-6.892,0.14,0.237,0,0.0818,0.603,113.997,true,5.67237163814181,,,,,,,,,,
album,0.67,0.693,-8.34,0.35,0.2,0,0.0909,0.388,87.017,true,7.62376237623762,,,,,,,,,,
single,0.681,0.521,-5.849,0.141,0.12,0.0000841,0.108,0.181,94.997,true,4.82407407407407,,,,,,,,,,
album,0.679,0.645,-7.777,0.222,0.0518,0,0.145,0.203,125.795,false,4.44827586206897,,,,,,,,,,
album,0.652,0.795,-5.192,0.174,0.156,0,0.123,0.788,135.018,false,6.46341463414634,,,,,,,,,,
album,0.704,0.777,-5.729,0.195,0.0358,0,0.151,0.392,111.921,true,5.14569536423841,,,,,,,,,,
album,0.746,0.787,-6.373,0.12,0.212,0,0.0669,0.607,95.005,true,11.7638266068759,,,,,,,,,,
album,0.725,0.601,-9.03,0.377,0.0321,0,0.0504,0.811,155.918,false,11.9246031746032,,,,,,,,,,
album,0.505,0.397,-9.349,0.324,0.716,0,0.0853,0.558,95.063,true,4.65416178194607,,,,,,,,,,
single,0.539,0.714,-4.543,0.455,0.288,0,0.174,0.458,81.709,false,4.10344827586207,,,,,,,,,,
album,0.899,0.509,-8.04,0.387,0.00157,0,0.0573,0.599,150.001,true,8.88307155322862,,,,,,,,,,
single,0.625,0.839,-4.824,0.0927,0.00762,0.0000235,0.464,0.771,184.08,true,1.80818965517241,,,,,,,,,,
single,0.814,0.813,-3.023,0.0561,0.03,0.0000933,0.255,0.839,79.997,true,3.18823529411765,,,,,,,,,,
single,0.735,0.712,-5.119,0.0326,0.732,0,0.302,0.894,131.938,true,2.35761589403974,,,,,,,,,,
single,0.754,0.789,-4.812,0.0439,0.00111,0.266,0.0653,0.331,126.036,true,12.0826952526799,,,,,,,,,,
single,0.769,0.843,-3.782,0.0898,0.317,0.00000987,0.0876,0.742,96.045,true,9.62328767123288,,,,,,,,,,
album,0.788,0.745,-4.417,0.0448,0.352,0.0000456,0.0973,0.79,94.002,true,7.65673175745118,,,,,,,,,,
album,0.837,0.784,-4.531,0.101,0.175,0,0.0897,0.748,94.036,true,8.74024526198439,,,,,,,,,,
single,0.743,0.709,-3.922,0.0879,0.0451,0.00000518,0.0809,0.831,170.001,true,8.76390605686032,,,,,,,,,,
album,0.909,0.785,-3.648,0.0637,0.248,0.00000355,0.228,0.903,96.984,true,3.44298245614035,,,,,,,,,,
single,0.567,0.73,-6.748,0.213,0.353,0.00000173,0.154,0.525,87.237,true,4.74025974025974,,,,,,,,,,
single,0.623,0.727,-5.57,0.0562,0.184,0.0000202,0.309,0.4,125.975,true,2.35275080906149,,,,,,,,,,
single,0.669,0.784,-5.603,0.112,0.194,0.00000628,0.115,0.517,125.993,true,6.81739130434783,,,,,,,,,,
single,0.789,0.72,-5.652,0.218,0.223,0,0.129,0.664,122.031,true,5.58139534883721,,,,,,,,,,
single,0.598,0.783,-3.908,0.0392,0.173,0,0.0696,0.396,126.018,true,11.25,,,,,,,,,,
album,0.695,0.781,-5.578,0.0452,0.0185,0.0000312,0.295,0.456,124.04,true,2.64745762711864,,,,,,,,,,
single,0.663,0.849,-4.462,0.0334,0.0791,0.0000012,0.192,0.722,123.992,true,4.421875,,,,,,,,,,
single,0.81,0.571,-7.189,0.085,0.0624,0.00000163,0.094,0.771,125.994,true,6.07446808510638,,,,,,,,,,
single,0.694,0.828,-4.653,0.0336,0.0399,0,0.0796,0.407,126.002,true,10.4020100502513,,,,,,,,,,
single,0.721,0.806,-6.279,0.0549,0.146,0.000319,0.341,0.753,120.038,true,2.36363636363636,,,,,,,,,,
single,0.85,0.585,-5.229,0.0488,0.0101,0.00000779,0.261,0.77,126,true,2.24137931034483,,,,,,,,,,
single,0.7,0.589,-9.974,0.0281,0.0297,0.000014,0.0987,0.915,100.014,true,5.96757852077001,,,,,,,,,,
album,0.489,0.684,-5.73,0.0334,0.122,0.000178,0.222,0.382,109.941,false,3.08108108108108,,,,,,,,,,
single,0.538,0.583,-9.371,0.0323,0.424,0.0000708,0.119,0.39,104.912,true,4.89915966386555,,,,,,,,,,
album,0.602,0.576,-7.824,0.0647,0.246,0,0.275,0.498,80.176,true,2.09454545454545,,,,,,,,,,
single,0.674,0.774,-7.333,0.0499,0.0935,0,0.0308,0.963,95.005,true,25.1298701298701,,,,,,,,,,
album,0.519,0.73,-7.145,0.0538,0.0392,0.0000038,0.069,0.361,100.01,true,10.5797101449275,,,,,,,,,,
album,0.59,0.664,-5.502,0.0331,0.00641,0,0.332,0.58,130.027,true,2,,,,,,,,,,
album,0.686,0.666,-5.56,0.039,0.146,0,0.0428,0.801,122.06,true,15.5607476635514,,,,,,,,,,
single,0.654,0.631,-8.345,0.0357,0.0652,0,0.0945,0.301,84.011,true,6.67724867724868,,,,,,,,,,
album,0.437,0.556,-7.224,0.0597,0.426,0,0.144,0.719,176.116,true,3.86111111111111,,,,,,,,,,
album,0,0.00342,-28.46,0,0.791,1,0.111,0,0,true,0.0308108108108108,,,,,,,,,,
album,0.179,0.00189,-25.2,0.327,0.982,0.279,0.111,0.00001,81.71,true,0.017027027027027,,,,,,,,,,
album,0,0.00125,-27.592,0,0.908,1,0.111,0,0,true,0.0112612612612613,,,,,,,,,,
album,0.0844,0.199,-17.511,0.445,0.729,0.995,0.231,0.00001,87.404,true,0.861471861471862,,,,,,,,,,
album,0.0808,0.189,-17.587,0.0983,0.785,0.968,0.125,0.00001,85.913,true,1.512,,,,,,,,,,
album,0.0532,0.0000203,-17.995,0.0807,0.00000111,0.279,0.417,0.00001,58.621,true,4.86810551558753E-05,,,,,,,,,,
album,0.0773,0.273,-22.609,0.121,0.12,0.29,0.114,0.00237,84.176,true,2.39473684210526,,,,,,,,,,
album,0,0.373,-16.469,0,0.153,0.999,0.726,0,0,true,0.513774104683196,,,,,,,,,,
album,0.188,0.158,-38.642,0.123,0.895,0.522,0.112,0.0897,74.755,false,1.41071428571429,,,,,,,,,,
album,0,0.000055,-21.995,0,0.921,1,0.114,0,0,true,0.000482456140350877,,,,,,,,,,
album,0.394,0.475,-7.935,0.028,0.0251,0.00749,0.112,0.441,129.995,true,4.24107142857143,,,,,,,,,,
album,0.4,0.541,-4.527,0.0274,0.557,0.0000213,0.136,0.268,99.343,true,3.97794117647059,,,,,,,,,,
album,0.563,0.674,-4.554,0.048,0.247,0.00226,0.107,0.784,179.977,true,6.29906542056075,,,,,,,,,,
album,0.335,0.837,-4.437,0.0546,0.377,0.132,0.334,0.608,177.709,true,2.5059880239521,,,,,,,,,,
album,0.393,0.418,-8.976,0.0269,0.664,0.0000546,0.108,0.346,175.548,true,3.87037037037037,,,,,,,,,,
album,0.317,0.745,-6.479,0.162,0.458,0,0.338,0.621,209.795,true,2.20414201183432,,,,,,,,,,
single,0.504,0.604,-4.577,0.0262,0.229,0.00000225,0.278,0.327,92.111,true,2.1726618705036,,,,,,,,,,
single,0.564,0.494,-9.135,0.0271,0.00154,0.0000273,0.172,0.108,96.924,true,2.87209302325581,,,,,,,,,,
album,0.454,0.419,-5.678,0.0255,0.196,0.0039,0.197,0.238,146.711,true,2.12690355329949,,,,,,,,,,
album,0.315,0.48,-6.848,0.0272,0.361,0.117,0.135,0.46,105.009,true,3.55555555555556,,,,,,,,,,
single,0.675,0.888,-3.343,0.035,0.12,0.00967,0.337,0.526,119.018,true,2.63501483679525,,,,,,,,,,
album,0.779,0.852,-3.353,0.0651,0.235,0,0.212,0.601,119.892,true,4.0188679245283,,,,,,,,,,
album,0.919,0.779,-4.739,0.147,0.258,0,0.0991,0.941,138.038,true,7.86074672048436,,,,,,,,,,
album,0.752,0.676,-5.233,0.0418,0.00892,0.00000194,0.186,0.425,95.017,true,3.63440860215054,,,,,,,,,,
album,0.594,0.923,-3.316,0.0511,0.0791,0.0000181,0.147,0.649,84.036,true,6.27891156462585,,,,,,,,,,
single,0.588,0.796,-3.945,0.262,0.386,0,0.198,0.546,192.128,true,4.02020202020202,,,,,,,,,,
album,0.721,0.726,-6.518,0.278,0.216,0.0000881,0.116,0.439,133.122,true,6.25862068965517,,,,,,,,,,
album,0.781,0.944,-2.64,0.0615,0.0873,0.0795,0.117,0.965,103.003,true,8.06837606837607,,,,,,,,,,
album,0.842,0.777,-3.869,0.226,0.209,0.00000867,0.229,0.751,120.081,true,3.39301310043668,,,,,,,,,,
album,0.231,0.567,-4.505,0.0297,0.259,0.000107,0.057,0.448,176.082,true,9.94736842105263,,,,,,,,,,
album,0.739,0.682,-6.811,0.0561,0.089,0.000259,0.526,0.638,129.983,true,1.29657794676806,,,,,,,,,,
album,0.681,0.459,-7.178,0.0398,0.595,0,0.0828,0.33,83.47,true,5.54347826086957,,,,,,,,,,
album,0.748,0.66,-6.034,0.0404,0.295,0.00000556,0.0883,0.324,123.902,true,7.47451868629672,,,,,,,,,,
album,0.606,0.41,-9.532,0.0874,0.689,0.000356,0.321,0.228,123.315,true,1.27725856697819,,,,,,,,,,
album,0.764,0.43,-9.956,0.0594,0.767,0.0585,0.0843,0.426,143.992,true,5.10083036773428,,,,,,,,,,
